post,ques,ans,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3,fin
Q: is it wrong that im working my way through a tub of carte dor?<br>A: No  why is it wrong? The only problem  is that its French :P JOKE!,is it wrong that im working my way through a tub of carte dor?, No  why is it wrong? The only problem  is that its French :P JOKE!,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: is it wrong to like boys ?<br>A: no lol. Thats like saying is it wrong to like tea :/,is it wrong to like boys ?, no lol. Thats like saying is it wrong to like tea :/,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: is it wrong to like girls ?<br>A: No. Unless you are some type of insect  then sorry to say  it probably wont work. Size issues you know?,is it wrong to like girls ?, No. Unless you are some type of insect  then sorry to say  it probably wont work. Size issues you know?,No,0,n/a,Yes,5,you are some type of insect,No,0,n/a,invalid
Q: Is it?<br>A: Of course.,Is it?, Of course.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: is love eternal?<br>A: I would like to think so yes :),is love eternal?, I would like to think so yes :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Is revenge sometimes justified?<br>A: Yes. I think so yes  in different ways too. If someone gets you  why can't you return the favour? I think revenge  can show people something too  if that makes sense? Shows you how something feels. Take Naomily for example  Emily kissing that girl  it showed Naomi (in a really small sense) how Emily is feeling  even though it doesn't compare  Emily blatantly did it on purpose to get back at her  and I would probably do the same in her position. So  yes  I think it can be :),Is revenge sometimes justified?, Yes. I think so yes  in different ways too. If someone gets you  why can't you return the favour? I think revenge  can show people something too  if that makes sense? Shows you how something feels. Take Naomily for example  Emily kissing that girl  it showed Naomi (in a really small sense) how Emily is feeling  even though it doesn't compare  Emily blatantly did it on purpose to get back at her  and I would probably do the same in her position. So  yes  I think it can be :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: IS ROSIE ASLEEP?!<br>A: &quot;Rosie? Are you asleep?&quot; &quot;yes...&quot; Yeah she is sorry...,IS ROSIE ASLEEP?!, &quot;Rosie? Are you asleep?&quot; &quot;yes...&quot; Yeah she is sorry...,No,0,N/A,No,0,n/a,No,0,None,No
Q: Is the glass half empty or half full?<br>A: Half full. Why be negative about it :),Is the glass half empty or half full?, Half full. Why be negative about it :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Is there a such thing as a perfect relationship for you?<br>A: Ummm  I think the term 'perfect relationship' varies for everyone and anyone depending on their mood at the time. You know? If I were to answer this  I would say someone who loved me for who I was  and vice versa. Someone who gets you  who unterstands your feelings and needs  and treats you with the respect you treat them with. Someone romantic  cute  witty  honest  trusting etc lol. how about you?,Is there a such thing as a perfect relationship for you?, Ummm  I think the term 'perfect relationship' varies for everyone and anyone depending on their mood at the time. You know? If I were to answer this  I would say someone who loved me for who I was  and vice versa. Someone who gets you  who unterstands your feelings and needs  and treats you with the respect you treat them with. Someone romantic  cute  witty  honest  trusting etc lol. how about you?,No,0,None,No,0,n/a,No,0,n/a,No
Q: is there anywhere more secluded where you will post the answers that escape this form?<br>A: Not that im aware of.,is there anywhere more secluded where you will post the answers that escape this form?, Not that im aware of.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Is this THE KELLY BLAKE  the one that was in skins?! r BAHAHAHAHAHAHAHAHA! Hey lester buddy ;)r  r This was me (louise) buddy ;) haha. ONIT.<br>A: ONIT!,Is this THE KELLY BLAKE  the one that was in skins?! r BAHAHAHAHAHAHAHAHA! Hey lester buddy ;)r  r This was me (louise) buddy ;) haha. ONIT., ONIT!,No,0,n/a,No,0,n/a,Yes,5,haha onit,invalid
Q: Is this THE KELLY BLAKE  the one that was in skins?!<br>A: BAHAHAHAHAHAHAHAHA! Hey lester buddy ;),Is this THE KELLY BLAKE  the one that was in skins?!, BAHAHAHAHAHAHAHAHA! Hey lester buddy ;),No,0,n/a,No,0,n/a,No,0,N/A,No
Q: Is your hair naturally curly?<br>A: It is naturally quite wavy yes :) It goes REALLY curly if it gets wet when im out or something  and I hate it when It gets rained on  because I can't sort it out until I am back home :( Anyway  normally I don't really do much to my hair. I always blow dry it  kind of so it goes a messy wavy kind of look. I don't use any straightners or curlers on it (very often anyway) I just let it do its thannnnng :) Probably why it is in such good condition then :) I style it occasionally obviously  but more often than not  its left messy :) But like styled messy  not like  trampy or anything LOL!,Is your hair naturally curly?, It is naturally quite wavy yes :) It goes REALLY curly if it gets wet when im out or something  and I hate it when It gets rained on  because I can't sort it out until I am back home :( Anyway  normally I don't really do much to my hair. I always blow dry it  kind of so it goes a messy wavy kind of look. I don't use any straightners or curlers on it (very often anyway) I just let it do its thannnnng :) Probably why it is in such good condition then :) I style it occasionally obviously  but more often than not  its left messy :) But like styled messy  not like  trampy or anything LOL!,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Is your hair soft?<br>A: It is actually :) I remember when I went to the hairdressers to actually ask about bleaching my hair  and they said &quot;but your hair is so soft and shiny! Don't ruin it!&quot; But its better than doing it when its weak and it falling out lol! So yeah  it is pretty glossy :),Is your hair soft?, It is actually :) I remember when I went to the hairdressers to actually ask about bleaching my hair  and they said &quot;but your hair is so soft and shiny! Don't ruin it!&quot; But its better than doing it when its weak and it falling out lol! So yeah  it is pretty glossy :),No,0,n/a,No,0,N/A,No,0,n/a,No
Q: Is your middle finger longer than your ring finger?<br>A: Its actually not  because then my hand would look scary ;),Is your middle finger longer than your ring finger?, Its actually not  because then my hand would look scary ;),No,0,n/a,No,0,n/a,No,0,None,No
Q: Is your middle name as cool as Carla&#039;s?<br>A: Carla's middle name will always be cool to you because its personal. Mine  is cool to anyone else who is named Annabel :P,Is your middle name as cool as Carla&#039;s?, Carla's middle name will always be cool to you because its personal. Mine  is cool to anyone else who is named Annabel :P,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Isn&#039;t it interesting how the word &quot;politics&quot; is made up of the words &quot;poli&quot; meaning &quot;many&quot; in Latin  and &quot;tics&quot; as in &quot;bloodsucking creatures&quot;?<br>A: 'Many tics'...explains the story behind 'the parliment' then ;) lol,Isn&#039;t it interesting how the word &quot;politics&quot; is made up of the words &quot;poli&quot; meaning &quot;many&quot; in Latin  and &quot;tics&quot; as in &quot;bloodsucking creatures&quot;?, 'Many tics'...explains the story behind 'the parliment' then ;) lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: It doesn&#039;t like you.<br>A: Does this face look like it cares? To me  this face looks like it's smiling...,It doesn&#039;t like you., Does this face look like it cares? To me  this face looks like it's smiling...,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: It is more worthwhile and satisfying to improve the world or appreciate the world?<br>A: Appreciate the world. To change something is a HECK of a big deal  and its not always achievable  which means you would never be satisfied. So  to appreciate it the way it is  means you would always get something out of it :),It is more worthwhile and satisfying to improve the world or appreciate the world?, Appreciate the world. To change something is a HECK of a big deal  and its not always achievable  which means you would never be satisfied. So  to appreciate it the way it is  means you would always get something out of it :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: IT MEANS NOTHING TO ME ANYMORE BECAUSE THE PERSON WHO I SHED TALKED WITH IS BEING A C U N T !! LIKE NORMAL I SUPPOSE  WHAT HAPPENED TO THE PERSON IN THE SHED AY AY AY!?!?!<br>A: I think you and Rosie need to sort this out  or I think you and Louise need to sort this out Without the use of these questions...,IT MEANS NOTHING TO ME ANYMORE BECAUSE THE PERSON WHO I SHED TALKED WITH IS BEING A C U N T !! LIKE NORMAL I SUPPOSE  WHAT HAPPENED TO THE PERSON IN THE SHED AY AY AY!?!?!, I think you and Rosie need to sort this out  or I think you and Louise need to sort this out Without the use of these questions...,Yes,2,C U N T,Yes,6,"""THE PERSON... IS BEING A C U N T... (not directed at the other person in the conversation",,,,invalid
Q: it&#039;s bum with warm milk  But maybe this is because i dont like milk.<br>A: You don't like milk? Who doesn't like milk? If you were lactose intolerant  then fair enough  but considering you are having milk on your cereals  I guess you aren't?,it&#039;s bum with warm milk  But maybe this is because i dont like milk., You don't like milk? Who doesn't like milk? If you were lactose intolerant  then fair enough  but considering you are having milk on your cereals  I guess you aren't?,No,0,n/a,Yes,2,who doesnt like milk,No,0,n/a,invalid
Q: It&#039;s my dads birthday today  guess his age.<br>A: Happy Birthday mystery persons dad :) Ermm  45?,It&#039;s my dads birthday today  guess his age., Happy Birthday mystery persons dad :) Ermm  45?,No,0,None,No,0,n/a,No,0,N/A,No
Q: italian or french (cuisine)?<br>A: ITALIAN! Thats my favourite kind of food :D,italian or french (cuisine)?, ITALIAN! Thats my favourite kind of food :D,No,0,n/a,No,0,None,No,0,n/a,No
Q: Its from the film JAR HEAD. But maybe it was also in Family guy  who knows.<br>A: Ohhhh. I don't know either  I just googled it :P lol,Its from the film JAR HEAD. But maybe it was also in Family guy  who knows., Ohhhh. I don't know either  I just googled it :P lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: its half term :D<br>A: Ohhhhh yeah! I forgot that! Oh bollocks! That means work is going to be busy :'(,its half term :D, Ohhhhh yeah! I forgot that! Oh bollocks! That means work is going to be busy :'(,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: its must of been love  but its over now.<br>A: It must have been good  but we lost it somehow :'(,its must of been love  but its over now., It must have been good  but we lost it somehow :'(,No,0,n/a,No,0,N/A,No,0,n/a,No
Q: its not very important. so yea.. i had a dream about you! :-) haha ;-)<br>A: I feel very special to have been tainting your dreams :D Even if it did end up with you being in pain :( Im glad I could have helped <3,its not very important. so yea.. i had a dream about you! :-) haha ;-), I feel very special to have been tainting your dreams :D Even if it did end up with you being in pain :( Im glad I could have helped <3,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Je t&#039;aime!!! <3333<br>A: Like wise ;);),Je t&#039;aime!!! <3333, Like wise ;);),No,0,N/A,No,0,n/a,No,0,n/a,No
Q: JESUS CHRIST!<br>A: Missed his middle name :(,JESUS CHRIST!, Missed his middle name :(,No,0,None,No,0,n/a,No,0,n/a,No
Q: Jesus rosie Christ<br>A: Jesus H Christ.,Jesus rosie Christ, Jesus H Christ.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Join me in the shed sometime ;) ?<br>A: haha. I dont know if that wink is a good idea :P,Join me in the shed sometime ;) ?, haha. I dont know if that wink is a good idea :P,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: just because i would (hypothetically) be doing my job.. doesnt mean you aren&#039;t a &#039;special&#039; sort of person id spy on.. you might be more special than you think  kelly blake.. far more special... ;-) hahaha <3<br>A: Awww thank you :) and when we say special  I take it we don't mean 'weird' or anything o_O lol,just because i would (hypothetically) be doing my job.. doesnt mean you aren&#039;t a &#039;special&#039; sort of person id spy on.. you might be more special than you think  kelly blake.. far more special... ;-) hahaha <3, Awww thank you :) and when we say special  I take it we don't mean 'weird' or anything o_O lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: just fell up the stairs... then tripped over a bucket  only to land face first in my cats&#039; litter box... which has not been cleaned in a while... my uncoordinatedness has absolutely noooo boundaries... :-P<br>A: OMFG! Did you actually just do that?! HAHAHAHA! If I fell in my cats litter tray  I would scream uncontrollably until the litter shakes itself off of my body :S,just fell up the stairs... then tripped over a bucket  only to land face first in my cats&#039; litter box... which has not been cleaned in a while... my uncoordinatedness has absolutely noooo boundaries... :-P, OMFG! Did you actually just do that?! HAHAHAHA! If I fell in my cats litter tray  I would scream uncontrollably until the litter shakes itself off of my body :S,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Kelly  if I could bake...what would you want me to make you?<br>A: Hmmm  well Im am getting baked cookies  soooo  second best option  would be cheeeeeeesecake! A strawberry cheesecake <333333 :D,Kelly  if I could bake...what would you want me to make you?, Hmmm  well Im am getting baked cookies  soooo  second best option  would be cheeeeeeesecake! A strawberry cheesecake <333333 :D,No,0,n/a,No,0,None,No,0,n/a,No
Q: kelly  you are my lobster <3333<br>A: I love you more than cheese!!,kelly  you are my lobster <3333, I love you more than cheese!!,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: KELLY make twitter work pleaase :)<br>A: It worksssssss XD,KELLY make twitter work pleaase :), It worksssssss XD,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: KELLY WOO FINALLY REPLIED  I HAVE MISSED YOU LOADS BABE!! I THINK MAYBE YOU&#039;VE BEEN SAD BECUASE YOU MISSED ME AND I HAVE BEEN THE SAME. BUT HAPPY DAYS NOW !! <3<br>A: HAHA!!! Sorry  busy couple of days  I haven't been on here :( Anywhooo  im here now! How did you work me out Louise? You hit the nail on the head there! Too much missage!!! <3,KELLY WOO FINALLY REPLIED  I HAVE MISSED YOU LOADS BABE!! I THINK MAYBE YOU&#039;VE BEEN SAD BECUASE YOU MISSED ME AND I HAVE BEEN THE SAME. BUT HAPPY DAYS NOW !! <3, HAHA!!! Sorry  busy couple of days  I haven't been on here :( Anywhooo  im here now! How did you work me out Louise? You hit the nail on the head there! Too much missage!!! <3,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: kiss me i&#039;m irish... well partially anyway ;-)<br>A: I should kiss you because you are Irish?? HAHA! Tell me why :),kiss me i&#039;m irish... well partially anyway ;-), I should kiss you because you are Irish?? HAHA! Tell me why :),No,0,n/a,Yes,2,kiss me,No,0,n/a,invalid
Q: Kiss me?<br>A: I don't know who has posted this  so  as a result  thank you for the offer  but I shall have to decline :) Unless you are that person that is allowed kisses  then of course ;),Kiss me?, I don't know who has posted this  so  as a result  thank you for the offer  but I shall have to decline :) Unless you are that person that is allowed kisses  then of course ;),No,0,n/a,No,0,N/A,No,0,n/a,No
Q: kiss me?<br>A: I would  you know that ;) I don't think you even need the question mark  you do not have to ask :P,kiss me?, I would  you know that ;) I don't think you even need the question mark  you do not have to ask :P,No,0,n/a,No,0,None,No,0,n/a,No
Q: knock  knock...<br>A: Who's there?,knock  knock..., Who's there?,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: lace or cotton?<br>A: It depends on what it is. Bedding or anything  then cotton lol. Clothing or underwear  then lace :P,lace or cotton?, It depends on what it is. Bedding or anything  then cotton lol. Clothing or underwear  then lace :P,No,0,n/a,No,0,None,No,0,n/a,No
Q: lace or leather?<br>A: LACE! Im not a big fan of leather  unless its a jacket  then I would say a big no no to a lace jacket :P,lace or leather?, LACE! Im not a big fan of leather  unless its a jacket  then I would say a big no no to a lace jacket :P,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: lady-bugs are officially taking over my house.. i keep on seeing them... EVERYWHERE!! haah but they are supposedly a sign of good luck.. so yay!<br>A: :O I haven't seen a lady bird in AGES!!!!!! They are a sign of spring and summer  so go youuuuu! Isn't it the black ones that pee? I hope for your sake they aren't peeing everywhere :P haha!,lady-bugs are officially taking over my house.. i keep on seeing them... EVERYWHERE!! haah but they are supposedly a sign of good luck.. so yay!, :O I haven't seen a lady bird in AGES!!!!!! They are a sign of spring and summer  so go youuuuu! Isn't it the black ones that pee? I hope for your sake they aren't peeing everywhere :P haha!,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Last furry thing you touched? :-)))<br>A: My cat...,Last furry thing you touched? :-))), My cat...,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Last words before you die?<br>A: &quot;The lights going out&quot;,Last words before you die?, &quot;The lights going out&quot;,No,0,n/a,No,0,n/a,No,0,N/A,No
Q: least favorite movie?<br>A: Ummm  I have too many to think about :S I watched St Trinians the other day. Thats definitely up there on worst movie list :( Also Mr and Mrs Smith  damn boring :(,least favorite movie?, Ummm  I have too many to think about :S I watched St Trinians the other day. Thats definitely up there on worst movie list :( Also Mr and Mrs Smith  damn boring :(,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: leather jacket or leather pants?<br>A: Jacket DEFINITELY! More movement. Besides  if you split your jacket  you just take it off...can't say the same for your pants (trousers) now can we ;) lol,leather jacket or leather pants?, Jacket DEFINITELY! More movement. Besides  if you split your jacket  you just take it off...can't say the same for your pants (trousers) now can we ;) lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: less censorship more fun?<br>A: I guess thats the rule of life :) We live once  may as well enjoy it right?,less censorship more fun?, I guess thats the rule of life :) We live once  may as well enjoy it right?,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: lily loveless or Kathryn Prescott ?<br>A: Hmmmmm  thats difficult. Im attracted to Kat more (there is something that draws me in) but I think I could get on with Lily better. So  hard to say. Can I be greedy and say both? :P,lily loveless or Kathryn Prescott ?, Hmmmmm  thats difficult. Im attracted to Kat more (there is something that draws me in) but I think I could get on with Lily better. So  hard to say. Can I be greedy and say both? :P,No,0,N/A,No,0,n/a,No,0,n/a,No
Q: Lily or Naomi?<br>A: LILY ALL THE WAY!!! Naomi  I don't know how I could handle. But Lily is like the sweeter version of Naomi :),Lily or Naomi?, LILY ALL THE WAY!!! Naomi  I don't know how I could handle. But Lily is like the sweeter version of Naomi :),No,0,n/a,Yes,1,"""'I don't know how I could handle'.",,,,invalid
No,0,n/a,,,,,,,,,,invalid
Q: live where you are now or somewhere else? where?<br>A: Ummm  how about New Jersey? ;) Sounds good to me :P,live where you are now or somewhere else? where?, Ummm  how about New Jersey? ;) Sounds good to me :P,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: lol yh =p well NAOMILY!!!!!!!!!! love<br>A: WOOOP FOR NAOMILY! <333 They need to fix them  because at the moment  Skins are going the WRONG way about it :S Perhaps we see all the angst (again) and at the end they get a happy ending (again). I would rather they end happy than start happy and break up. You? :),lol yh =p well NAOMILY!!!!!!!!!! love, WOOOP FOR NAOMILY! <333 They need to fix them  because at the moment  Skins are going the WRONG way about it :S Perhaps we see all the angst (again) and at the end they get a happy ending (again). I would rather they end happy than start happy and break up. You? :),No,0,None,No,0,n/a,No,0,None,No
Q: long hair or short?<br>A: You mean on me or someone else? Long for both anyway lol,long hair or short?, You mean on me or someone else? Long for both anyway lol,No,0,N/A,No,0,n/a,No,0,n/a,No
Q: Louise rawlings or Rosie edge. Take your pick. they&#039;re after me obviously ;)<br>A: I cant pick. I ship you with them both ;),Louise rawlings or Rosie edge. Take your pick. they&#039;re after me obviously ;), I cant pick. I ship you with them both ;),No,0,n/a,No,0,None,No,0,n/a,No
Q: Love me or hate me?<br>A: Love you. &quot;SHARE THE LOVEEEEEE!!! You feeling it?&quot;,Love me or hate me?, Love you. &quot;SHARE THE LOVEEEEEE!!! You feeling it?&quot;,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: love you too!!!! <3333 do you have a favorite pickup line?not necessarily one that you&#039;d actually use  but one that you think is just so damn funny?is there one you&#039;d actually use?<br>A: HAHA! I don't actually. Im not one for pickup lines  they are just so unoriginal you know? If someone was actually trying to ask me out or whatever  I would rather they put in a bit of effort rather than reading something from a book. BUT  the cheesy ones are incredibly funny. No good to actually get a date  but still funny :P I would rather talk to someone and get to know the real them  probably why I am still single :(,love you too!!!! <3333 do you have a favorite pickup line?not necessarily one that you&#039;d actually use  but one that you think is just so damn funny?is there one you&#039;d actually use?, HAHA! I don't actually. Im not one for pickup lines  they are just so unoriginal you know? If someone was actually trying to ask me out or whatever  I would rather they put in a bit of effort rather than reading something from a book. BUT  the cheesy ones are incredibly funny. No good to actually get a date  but still funny :P I would rather talk to someone and get to know the real them  probably why I am still single :(,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: love you.<br>A: Love you toooo <333 :),love you., Love you toooo <333 :),No,0,N/A,No,0,n/a,No,0,n/a,No
Q: Lovvvveeeee them!!!! all very different and all very cool... the club and evening at the pub looks were my favorite <3 i just might have to come visit you sooner  just to have you dress me up ;-)<br>A: Oh yeah? Im liking that plan! I loved those looks the best too! They are my speciality!!!! I think you should get your butt over here with an empty suitcase ;) It would be leaving VERY full  and no  not just because im hiding in it too :P haha,Lovvvveeeee them!!!! all very different and all very cool... the club and evening at the pub looks were my favorite <3 i just might have to come visit you sooner  just to have you dress me up ;-), Oh yeah? Im liking that plan! I loved those looks the best too! They are my speciality!!!! I think you should get your butt over here with an empty suitcase ;) It would be leaving VERY full  and no  not just because im hiding in it too :P haha,No,0,n/a,No,0,None,No,0,n/a,No
Q: made you really happy? really excited? really angry? really sad?<br>A: Ummm  really happy? I can't remember :( A little while ago I think. I haven't been too happy these last months. Really excited? Probably about moving down to brighton in september and getting my own place etc :) Really angry? Well  the thing I explained to you earlier. Where I was putting my Skins magazines on ebay  and my sister came in  sat on my bed and started chatting. I turned back to my computer and my sister went really quiet  so I turned to look at her  and she was happily trying to rub off Kat's signature off of my DIVA magazine. Yeah  I wasn't too happy! Luckily she didn't but thats not the point :( She is 23 too  so should have known hell better :S Really sad? Well unfortunately  I have been pretty sad for quite a while  and I cant seem to look up about things. Does that answer it? :),made you really happy? really excited? really angry? really sad?, Ummm  really happy? I can't remember :( A little while ago I think. I haven't been too happy these last months. Really excited? Probably about moving down to brighton in september and getting my own place etc :) Really angry? Well  the thing I explained to you earlier. Where I was putting my Skins magazines on ebay  and my sister came in  sat on my bed and started chatting. I turned back to my computer and my sister went really quiet  so I turned to look at her  and she was happily trying to rub off Kat's signature off of my DIVA magazine. Yeah  I wasn't too happy! Luckily she didn't but thats not the point :( She is 23 too  so should have known hell better :S Really sad? Well unfortunately  I have been pretty sad for quite a while  and I cant seem to look up about things. Does that answer it? :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: major part of getting into a good college.college(to get your associates-2years and your bachelors-another 2 years)is usually 4 years during which you pick a major and then after you graduate you can further your studies and go to graduate-school and get<br>A: Oh  it sounds like you have a longer education system than we do  but I think we just change schools more  I don't know lol,major part of getting into a good college.college(to get your associates-2years and your bachelors-another 2 years)is usually 4 years during which you pick a major and then after you graduate you can further your studies and go to graduate-school and get, Oh  it sounds like you have a longer education system than we do  but I think we just change schools more  I don't know lol,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: making the first move? do the 2 non-first-move-ers cancel each other out  and make it an &#039;at the same time&#039; first move? haha or does someone just give in first? ;-) p.s.> i love lists :-).. just so you know.. its my OCD side taking over..:-p<br>A: if there were 2 of us that had trouble making a move  then I think that creates ONE HELL of a lot of sexual tension lol! As soon as one person then does make a move (because its just an amount of time before someone actually breaks) it would be really really intense :D,making the first move? do the 2 non-first-move-ers cancel each other out  and make it an &#039;at the same time&#039; first move? haha or does someone just give in first? ;-) p.s.> i love lists :-).. just so you know.. its my OCD side taking over..:-p, if there were 2 of us that had trouble making a move  then I think that creates ONE HELL of a lot of sexual tension lol! As soon as one person then does make a move (because its just an amount of time before someone actually breaks) it would be really really intense :D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: margarita or pina colada?? or daiquiri?<br>A: Pina Colada :) Margaritas and daiquiri's are pretty tasteless if im honest :(,margarita or pina colada?? or daiquiri?, Pina Colada :) Margaritas and daiquiri's are pretty tasteless if im honest :(,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Marmite; Love it or hate it? (or don&#039;t have a clue what i<br>A: HATE IT!! Isn't it made from Olives or something? Yeah  not a fan of olives  so no marmite thanks :),Marmite; Love it or hate it? (or don&#039;t have a clue what i, HATE IT!! Isn't it made from Olives or something? Yeah  not a fan of olives  so no marmite thanks :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: mashed potatoes  fries  jacket potato or roast potatoes?<br>A: Fries :D Im British  im a chip person :P,mashed potatoes  fries  jacket potato or roast potatoes?, Fries :D Im British  im a chip person :P,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Maybe its not just conversation.<br>A: Maybe it isn't. Maybe it is. How do we tell? I know! YOU TELL ME! Thanks :D,Maybe its not just conversation., Maybe it isn't. Maybe it is. How do we tell? I know! YOU TELL ME! Thanks :D,No,0,n/a,Yes,2,YOU TELL ME!,No,0,n/a,invalid
Q: Mcdonalds or KFC?<br>A: I don't eat either. But McDonalds because I don't like the KFC batter.,Mcdonalds or KFC?, I don't eat either. But McDonalds because I don't like the KFC batter.,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Me + You ;)?<br>A: Hmmm  nice and romantic aren't we. Bringing in my love for mathematics ;),Me + You ;)?, Hmmm  nice and romantic aren't we. Bringing in my love for mathematics ;),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Me and you  shed tonight ? ;-)<br>A: Well of course my dear  thats alright ;) (Lame excuse to fill the answer with song...),Me and you  shed tonight ? ;-), Well of course my dear  thats alright ;) (Lame excuse to fill the answer with song...),No,0,n/a,No,0,None,No,0,n/a,No
Q: me move there or you move here?? ;-)<br>A: I think you should move here ;) I would take care of you! I will have my own flat soon  my own car  you can move to London with me  become a successful doctor  and if ever I get sick. You can be my nurse ;) haha!,me move there or you move here?? ;-), I think you should move here ;) I would take care of you! I will have my own flat soon  my own car  you can move to London with me  become a successful doctor  and if ever I get sick. You can be my nurse ;) haha!,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: Megan Fox; do you think shes hot?<br>A: Not personally  no. :),Megan Fox; do you think shes hot?, Not personally  no. :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: mint gum or bubble gum?<br>A: Mint Gum :) It tastes nicer for longer :),mint gum or bubble gum?, Mint Gum :) It tastes nicer for longer :),Yes,2,: Mint Gum :) It tastes nicer for longer :,No,0,n/a,No,0,n/a,invalid
Q: mint or cinnamon?<br>A: I HATE cinnamon. So Mint :D,mint or cinnamon?, I HATE cinnamon. So Mint :D,No,0,n/a,No,0,n/a,No,0,n/a,No
Q: minty or fruity scents?<br>A: It depends on what it is. For perfume  then fruity. Nahh  probably all fruity :),minty or fruity scents?, It depends on what it is. For perfume  then fruity. Nahh  probably all fruity :),No,0,n/a,No,0,n/a,No,0,None,No
Q: mmmm i smell food  like cheese or something!!! whats your favourite smell???<br>A: Favourite smell? My conditioner :),mmmm i smell food  like cheese or something!!! whats your favourite smell???, Favourite smell? My conditioner :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: mmmmm :-) a nice warm  relaxing fire...perhaps some cuddling..;-) how long shall we stay? and im thinking one.. bedroom.. sound good to you? nice big bed? with a lot of &#039;wiggle room&#039;? haha ;-)<br>A: Hmmm  how long should we stay? Good question. I reckon we should stay for 2 weeks  then move somewhere hot to relax off? What do you think? :) Well why do we need too bedrooms? ;) haha! Big bed sounds good along with wriggling! HAHA! I can't believing I am posting this on my formspring! HAHA! Ummm  what else  what daily activities would you like to do? :P,mmmmm :-) a nice warm  relaxing fire...perhaps some cuddling..;-) how long shall we stay? and im thinking one.. bedroom.. sound good to you? nice big bed? with a lot of &#039;wiggle room&#039;? haha ;-), Hmmm  how long should we stay? Good question. I reckon we should stay for 2 weeks  then move somewhere hot to relax off? What do you think? :) Well why do we need too bedrooms? ;) haha! Big bed sounds good along with wriggling! HAHA! I can't believing I am posting this on my formspring! HAHA! Ummm  what else  what daily activities would you like to do? :P,No,0,N/A,No,0,n/a,No,0,n/a,No
Q: modern or traditionally styled home?<br>A: I would say modern really  just because I love the highly designed things. But I would want it to look 'lived in'  you know? There are a lot of modern designs which are really really empty  which I don't really love. Anyway  I love things that are unusual and colourful  so I suppose it could be a mix of both? :),modern or traditionally styled home?, I would say modern really  just because I love the highly designed things. But I would want it to look 'lived in'  you know? There are a lot of modern designs which are really really empty  which I don't really love. Anyway  I love things that are unusual and colourful  so I suppose it could be a mix of both? :),No,0,n/a,No,0,n/a,No,0,n/a,No
Q: MOPED&#039;S RULEE!!!!<br>A: THEY DO RULE! Especially if they are made by vespa  orange  have black pen drawings on them  pom poms coming out of the handles and a pair of bunny ears in the centre ;),MOPED&#039;S RULEE!!!!, THEY DO RULE! Especially if they are made by vespa  orange  have black pen drawings on them  pom poms coming out of the handles and a pair of bunny ears in the centre ;),No,0,n/a,No,0,n/a,No,0,n/a,No
