"""@relation new_dataset""",
"""it ll be GREAT for them  I know. Just sucks to have to miss them and worry about them for that long.""",0
"""Haha:  Ann  I think you are a hate crime.  I would like to maul her face with a garden rake.""",0
"""Yup. On Thanksgiving day. Fucking cops. ;)""",0
"""you forgot to precede that tweet with the word FUCK.""",0
"""thats what you get for being fat :)""",0
"""ummm...just say   naw  not 2day  but i ll hit you up later.  you get the point across without seeming like a bitch. feel mi?""",0
"""yeah but shes got a huge following....mi dick. LOL! ok  im sorry  I HAD to! =oP""",0
"""hahaha  damn right!!""",0
"""fuck east-side juice??? whaaaaa-???? that shit got mi feelin like geeeezus in this mufucka! yee!""",0
"""naw  f real: its time for a visit man. IM such a damn mommas boy  i GOT to have that connection or i start getting depressed...""",0
"""but damn  dropping ice cream on your CHEST??? what an awesome visual.""",0
"""well that sucks. but you can always find comfort in your gaming console! lol.""",0
"""oh man....that sounds damn good! now im hungry. damn you!""",0
"""fuck em then! heh""",1
"""damn! 2 racks? on what  might I ask?""",0
"""f shooooo! im training on GOW2. those cats on xbox LiVe don t fuck around!""",0
"""No fucking way. I usually take 125mg before it even does anything.""",0
"""I hope someone is getting injured in the process of the REAL LIFE PILLOWFIGHT FUCK YEAH""",0
"""Fuck tha police.""",0
"""I just think police are fucking pigs. Bad experiences with them jumping to conclusions and holding guns to my head.""",0
"""I hate going outside.""",0
"""Well then! Thank you for the info. When I get home I m going to go yell at them about their serrations. Damn things.""",0
"""Laughing s fine  I was but a wee lassie. And fuck  there were teeth. Mutant goose on the loose!""",0
"""...because you added me  numbnuts. (Also: be warned. Facebook chat + my connection & daniel s computer = Fail Whale)""",0
"""Oooh...that sucks. I wish I could help. :(""",0
"""yeah its snowing and that shits not cool...(its ice cold lulz)...but seriously fuck the snow""",0
"""id rather use it and get it over with online lest I have to call and deal with aural ass fuck that is a utility co s cust svc""",0
"""yeah its not the best camera..lighting over here is of shitty yhough. Also if you move at all its blurs the fuck out of the pic""",0
"""that s bad ass. I m right on portage and wise. Hang outs and drukenness should ensue. If you need help moving hit me up""",0
"""So did anybody end up buying a fucking camera?""",0
"""That s happened to me before  too (replacing a flat with a flat). That sucks.""",0
"""Duck fat online...the internet is a wonderful thing!""",0
"""Yo  baby! Ain t nobotty gona luv u like I gona luv you. That other boy just be a pretender and a poser. My luv be duh real thang! :)""",0
"""That sucks.""",1
"""That sounds like Charter.  I hate Charter.""",1
"""Damn! It gets so cold u have to plug it car in. That s rough. How many hrs of sunlight do u get?""",0
"""me too that damn jay for making such catchy tunes.""",0
"""Im having a open face turkey sand. Not healthy but damn good.""",0
"""I know where ur coming from. I almost thank god the battery life kinda sucks on smart phones for that very reason:)""",0
"""Yea I hv 2 admit after posting I reread & thought the same thng. Guess I was feelin the sis love & got alittle emo on yall""",0
"""Thank god! I hope they give that lying bitch the chair.""",0
""" Oh but I did a few others. I actually kinda agree w/ u is the funny part. Damn filter!""",0
"""yea tell all your crackhead faggot whore friends. I am charging for entertainment""",0
"""who the fuck is that asshole?""",0
"""WTF you speaking in tongues and I ain t even fucking you yet. Good for him then.""",0
"""if he calls tell him to stop being a total bitch  get off his high horse  and loan me some money""",0
"""fuck that cunt holiday""",0
"""what the flying fuck? How the fuck do you reply to this shit. Testing  bitch ass cunt test.""",0
"""fucking Bretts. I am pining my hopes on Garrard ans Jacksonville cause the fucking Jets suck.""",0
"""Damn you broads talk about some gay shit yo""",0
"""Oh get the fuck out of here with that already go bo and SMH at the complete retards on here typing to you""",0
"""YOUR INSANE BABBLE  HAVE YOU LOST YO DAMN MIND?""",1
"""of course I joined this gay shit but I won t be saying no gay shit partna""",0
"""ahahaaa fuck him  they pulling desperado tactics""",0
"""which fucking idiot this time? LMFAO N.E.R.D. said it best  this song s about...........YOU""",0
"""we need his ass.  And A.J. We need even more!""",0
"""Well they had to get him away from Cali somehow.  And they needed a fucking ace.  So pay pay I hit you check the email.""",0
""" AJ is a good bop too. Now I want Pettite or Sheets.  FUCK Lowe.  I want a pretzel""",0
"""You only just started hitting up the Mass Effect? Its pretty bad ass all round I reckon.""",0
"""damn this is some good coffee""",0
"""so does that make Piss Bottle Man song of the day?""",0
"""damn it man  don t let them see how much we like it  they will stop :-p @kellidunlap is so gonna push me down a hill for that""",0
"""those are fine  you know I hate cats""",0
"""you ate coffee? Canadians are fucking weird.""",0
"""lol fairr enough :L  Putting them up is a bitch though.""",0
"""I will still phail at sports XD  And that sucks :( Stupid headphones.""",0
"""yeah  remind me to murder that fucking golfer too.""",0
"""Your son is too damn cute...and I don t even like kids...lol.""",0
"""Ughk! That s disgusting. They must be fat girls...lol. And that price thing is true  but I m not sold.""",0
"""That s what yall call  em now???  My piece?  Not wife  fiance  honey but piece. Damn shame...lol""",0
"""Kinda like how I took my dumb ass back out to 3 different granite stores today looking for countertops!!! Lol...I have a Rob too!""",0
"""Wait until you wake up in the AM and see all your drunk twits. Lol. You re gonna piss your pants laughing cause I am right now...""",0
"""damn right""",0
"""Dude! don t tell me how to be a dick! Let me be yo! #dickmode""",0
"""LMAO! Thanks dude! I m honored to make the cut! Or wait  im suppose to be a dick right? Damn it! Why aren t I top 5 mo fo?!?!""",0
"""but @streko said i need to be more of a dick  so  here it goes: Stop tweeting so much! Gosh!! (ducks)""",0
"""You know all about some interpretive gay dancing.""",1
"""you get to buy booze  i get to drive with my parents in the car. FUCK YOU.""",0
"""I know  they get in the damn way! They always have to be so cute and nice.""",0
"""come to Dothan  bitch. You ll find someone to make out with fast.""",0
""" aw  shucks. you did all the hard work. Still  good luck with all that  man. Moving is a real son of a bitch.  Happy New Year.""",0
"""when i say i d hate to have to stomp a mudhole in your face  that s partially anecdotal. I d actually love it.""",0
"""hate you...""",1
"""Sucks  doesn t it?""",0
"""OMG  fucking awesome!""",0
"""@lilt601 @wordofsouth who will have the hottest albut out in 09 and I hate managers that try to rap ie L-Bain lol""",0
"""You can never have a fat enough pipe for your wifi.""",0
"""A lighted whale! How cool is that?""",0
"""Isn t the blanket recall happening because all Irish pig farmers use the same tainted pig food products?""",0
"""beachwood bbq misses us.  i had a dream with kyle in a pig suit drinking pliny the elder. weird.""",0
"""I know how that goes. People piss me off. .. alot""",0
"""@iBastard   damn right.  Someone needs to drive me around when I visit!  My vote is for a convertible 89 Mustang lol.""",0
"""hahahhaha I hate that!""",1
"""sickness gets recycled in my house. it sucks :P""",0
"""you need to come visit  bitch. i m only 30 mts.""",0
""":( hope you feel better tomorrow...sucks to be sick to begin with  but having to go to work on top of that...double yuck!""",0
"""Oh wait. Damn. I do not have all the ingredients.""",0
"""Got to make sure gay people don t reproduce and overpopulate the earth you know.""",0
"""If you want to hate Leslie Nielson  watch  Dracula  Dead and Loving It. """,0
"""After our chat earlier this week  your tweet is a twerp. Thrive or Dive chick?""",0
"""fuck you.""",1
"""fuck you haha""",1
"""whatever about the Gay Byrne voiceover  shame on Eason s for running Christmas ads in early November!..""",1
"""OMG TITZ! R CANADIAN TITZ MAPL FLVRD? *SUCKS* NOPE. TASTES LIKE THE INTERNET.""",0
"""oh hai! here i am! *touches you with a whale* hellooo!!""",0
"""but we did that yesterday. or tomorrow? fuck  is confusing being from the futr.""",0
"""what a loser. Yeah we re at victoria s house. Stupid victoria made us miss the ball dropping  changed the ch at the last sec.""",0
"""oh yeah. Forgot bout the weather over there. Damn  i hate being the last one to celebrate new years.""",0
#NAME?,0
#NAME?,0
"""--- you may be working from the same book as me; I m confiting pork bellies (and then a cryovac d tenderloin)  but in pig fat""",0
"""I am Horde  you Alliance bitch! Ilu. :)""",0
"""no idea at all. Hate weekends like that!""",0
"""Thanks Amel. Virtual twitt chocolate is actually very healthy with no fat & no calories. :P""",0
"""Can you imagine having that job? I would hate having to stand there & listen to folks pee. Seriously - not a great job.""",0
"""oh my..that sucks butt..hardcore..wow""",0
"""i have to take out my battery and reset the damn dingleberry everyother day! WTF?""",0
"""can t u take a sick day? fuck him...Ill watch Jordan if u need me too. I don t work tomorrow""",0
"""sounds like it sucks i sorry""",0
"""That s bad ass. I would also like the ability to move immovable objects.""",0
"""I HAVE THE LOOKS AND SOUL OF A FUCKING GODDESS  ARE YOU JOKING?! lol""",0
"""yeah  I tried calling... Even left him a long ass message. @aarontait come back to us!""",0
"""Son of a bitch!""",1
"""Dread leads to hate  hate leads to suffering and suffering leads to the RAGE!""",0
"""Good call Cabel. Why the fuck is stuff like this still a problem in 2008!?""",0
"""Drupal sucks.""",1
"""No fucking kidding eh?""",0
"""I hear you. BTW  the Jonas brothers are gay.""",0
"""It is easy and lasting me a long time now before I go in to have them retwisted. And I hate maintenance myself. :-)""",0
"""That really sucks. I am sorry to hear that man! What am idiot judge.""",0
"""Sorry to hear that. Sucks! Who is the supe?""",0
"""that! and I hate the plane-gobblin!""",0
"""Like... ON  you? Cause if so  we SOOO have a deal. Always wanted to eat BBQ off a woman s ass... ;-)""",0
"""Do you remember  Dream On??  Dude got HELLA ass...on accident!!...kinda like I used to...LOL!""",0
"""FUCK! Good one!! Staying with TC  Maverick & Goose singing  Lost that loving feeling  Oh my  that HAS to be top 3...""",0
"""Well  that s half the mystery. But now I don t know what you were even talking about... o.O I m been a twit FAIL today...damn job""",0
"""damn son  now u wanna bring the kids into it?  lol.  nice one.  i got one for you  just wait.""",0
"""Same -- sucks. Back in the day  mobo manufacturers would issue firmware updates to address this. Apple? Nope :(""",0
"""I totally have to jump on that train with you:  Damn M$!  It s therapeutic.""",0
"""ugh.I ve been up all night. Dh snored tossed all night.ur on vacay  y up so damn early?!""",0
""" Pittsburgh needs to stop exporting all the CMU grads out to Cali. Damn Cali  w/ their great tech jobs  nice tans & fake boobs!!""",0
"""you damn skippy..... but it would have been fun...you missed out!!""",0
"""They re rioting at a college level! Did you see the pool? THEY FLIPPED THE BITCH!""",0
"""DAMN YOU! I just woke up and now this. DAMNIT! Oh baby PLEEEEEEASE! Give a little respect! TOOOOOO MEEEE! There  happy?""",0
"""I almost thought I d have to participate in Day w/o a gay because Mathias says I m gay. Then I realized I have today off.""",0
"""RODNEY ON PAGE 1! However  covered up by Lost. FAIL SCI-FI! FAIL WHALE.""",0
"""Drive slow. And damn I missed Roxy last nite! Did she talk about how she got in the game or how old she was?""",0
"""You know what pisses me off! That I cant fight a damn Russian or Euro ever! It takes freakin long to get a match started""",0
"""folie a deux  will it get old?! @cassiemeltesen duuude i know this sucks!""",0
"""@cassiemeltesen no wonder they call us the three fat ugly girls! haha""",0
"""ok! man what a start to the new year  fuck my life""",0
"""Um  how about nerdsville you fucking nerd""",0
"""holy shit Ninel sighting that stiff bitch is kicking ass covering for a broken windmill blade""",0
"""im out troll but dont worry the hate continues fuk face""",0
"""Have some kick-ass holidays guys.""",0
"""I had a good holiday here in Alabama. Haha  getting a new blackberry on January first cause my phone sucks. How was yours Mix?""",0
"""i hate you so much right now. my ass is fed up with this snow shit and it s only been a week since i ve been back up north!""",0
"""hey  who came up with your name design?? that is cool ass design...""",0
"""Hate to admit this but I m a basket case at the end of  Edward . I m tearing up just thinking about it.""",0
"""Oh great another fucking video from you... Have you ever thought abour retiring? LOL""",0
"""Rooster is my bitch!""",1
"""Rooster is LARRY S bitch!""",1
"""I hope not there is no bathroom where I am parked... O  Damn....LOL""",0
"""I heard the same thing about eating pussy. I heard a mouth full of now and latters makes the pussy taste better!""",0
"""Cum has lots of vitamin c but does she swallow?""",0
"""Could be worse you could be stuck in a nasty ass truck stop right? lets hope you get something tomorrow huh?""",0
"""What the fuck you talking about ass cap? You already have my number and no I didn t call your ass!""",0
"""Those soundboards are pretty funny  the lady is like it is illegal to call a 1800 number he is like FUCK YOU! :)~""",0
"""damn ur in Vegas already super trucker @@ www.TruckingRooster.com  @@""",0
"""Is it too far of a stretch to just say that buying DRM d music sucks?  Amazon sells mp3s too  y know.""",0
"""damn...u know i 4got that...lol...how u?""",0
"""Ah!!!! I hate loud auto-playing web video.   eeek!""",0
"""hahaha what did thedivasoffial say to you? i hate to say rofl but i m actually rolling on the floor at your comment""",0
"""view my douchebag of the day video you made at youtube live! http://tinyurl.com/6y8kae comment and i ll freak out haha""",0
"""hate on bush all you want he can dodge his shoes http://tinyurl.com/63gsj7""",0
"""...would love to share some ideas (read: have been looking for a guinea pig to play w/ twitter + teaching @uwgb) Interested?""",0
"""I wont pass out  but pretty sure I ll make an ASS out of someone. Oh well  good day just the same.""",0
"""FUCK I m late. :)""",0
"""If your next tweet is  pull my finger  I swear I ll piss my pants!!!""",0
"""mmmm fat kid pizza.""",0
"""passing gay marriage bans  the government is doing just that. regulating personal relationships. not the government s job.""",0
"""Full confidence in your ability to kick ass in the new work... *raises a glass in spirit*""",0
"""I had to go to two stores to get all 4 books. Hope she likes. She s 14  but kinda a nerd  so hopefully she will. lol""",0
"""juiceegapeach I was gonna ask Jia I am lost I have resorted to reading. LOL I first heard about it from MBD s video I hate boring blogs""",0
"""i know. But let me tell you something: lunchbox sucks donky ass :))""",0
"""sleepy so fucking cranky!""",0
"""I hate it  just want to start trouble""",0
"""your code sucks! ;D""",0
"""fuck you and your weather...I will beat you soon with the california sun and constant 75 degree weather! You just wait and see!""",0
"""Damn. 11a-2p RT @Orbitcast: New  Kids Stuff  show launching on Sirius XM Kids Place Live http://tinyurl.com/a49xds""",0
"""Oh damn....I m so sorry honey...""",0
"""no worries Ryan - I ll send some home with Kelly or else it ll end up on my ass.""",0
"""that sucks - hope you feel better. Too bad moms don t get to take sick days.""",0
"""but you gotta love Gertrude the Groupie and Rolland the Roadie and Who the Fuck is ALice? unless you Got High and You Missed It!""",0
"""c mere and fuck me already... I need it""",0
"""ctrl + tab is still ok. i just hate the right click refresh OCD many support guys have. even some members in my team! :(:(""",0
"""@michaeljamesway @frankIero damn all of you for constantly talking about STARBUCKS!!!!  now I really want some...  =(((((((""",0
"""The same reason I hate that I love Matt Pond PA and Rhett Miller.""",0
"""Great! I wonder if I can figure out a way to set up papal on my blog to accept payment for GS cookies...other moms will freak!""",0
"""oh man that sucks!! LOL""",1
"""I might be able to pull off the Ass-Miss spirit but not in the Christmas spirit!! LOL""",0
"""you go with your bad ass diva self!! LOL""",0
"""re Twilight  I ve not read it  but my coworker says it s brill cuz it s sexy w/o  any sex. She also said the writing sucks..""",0
"""Done. I ve had my ass kicked by a duck before. Not an experience I want to replicate.""",0
"""damn yo FB status drama .. Intense!  @neeci you will be missed. Dont forget to write! Bon voyage! A riva derci! Sayonara!""",0
"""That was an *if* I just hate brushing knots in my hair.Id rather have it polished occassionallyby the airport shoe shine man""",0
"""But a lovely nerd indeed.""",0
"""Whatchou talkin bout Willis? I just twatted your ass!!!!!!""",0
"""Go look at my profile....it s the sixth one down. Do I need to come over and bogart the sticky stuff from your ass?""",0
"""Don t freeze your ass off for me. Stay warm and toasty and mail them whenever.""",0
"""Fuckin A it does!!!! HAHA How the fuck are you my fucking friend?""",0
"""I am Supreme Nerd. Apply for a professorship at MIT now!!!.""",0
"""That really sucks.""",1
"""@TyIerDurden yes. Always. What the stamp look like? .: either Tyler was here or my hand print on your ass in pastel orange !??""",0
"""all too fucking familiar""",0
"""are you aware that Layne refered to you as a  Twitter Whore  lol""",0
"""that s good.....I reallllly need more RAM  but saving money is a bitch.""",0
"""Fuck it! You ll do it live!""",0
"""MegaKoko sounds pretty god damn cool. Maybe hook a laser to his back and stove lighter  and you could have hamster wars.""",0
"""Who on Earth (besides the subscribers that are ankle deep up your ass) call it that?""",0
"""@alynndeluc OMG I wanna play! I hate studying!""",0
"""gah  stupid sixtyone and inability to share music. I hate relying on Youtube  but: http://is.gd/1YVl""",0
"""Damn  those USV guys are awesome. This idea is great.""",0
"""dear Ed  you re incredible at what you do.  plus  this song is kinda gay.....  well... really gay.""",0
"""Dear Eron: the drums sound fucking incredible....  Er.. I mean godly incredible.""",0
"""damn man u have an amazing boss!""",0
"""That sucks that you got screwed present wise! Come on people! I was very blessed this year.""",0
"""Oh ouch. What s worse  numbness or pain after? I hate both. ;-)""",0
"""damn almighty""",0
"""that sucks.""",1
"""...see how u kuup switching i up and changing ya damn mind! i thought it was Korea? now madrid or milan?? been there done that!""",0
"""on WESTCOAST TIME u early ass eastcoasters!!""",0
"""What up! I m always learning something new frm u every damn day. U r such a treat. Lol""",0
""" RDBMS done right  sounds like  gentler kind of pain in the ass .""",0
"""ha! Go fuck a chickhen!""",1
"""you could uh tell me all of the totally cool things about you  where you ve been  who you ve opened a can of whoop ass on.""",0
"""spew! i hate mountain dew! it tastes like...oh  nvm.""",0
"""Settings will not let me upload an image...for 3 days now the fail whale says Running at Capacity  I have a feeling its the cache?""",0
"""@socalcub I made a spice cake for @polomex....cum git sum!""",0
"""@Cupidboi79 @PaulKaplan5 damn I have only 1 bed and 1 cake. Whatever shall we do?""",0
"""go kick that owner s ass.""",0
"""They re awesome - lemon ricotta cookies.  This is only the second time in my life I ve burned myself but damn does it hurt""",0
"""Damn I NEEDS that League Pass Broadband...but hey...beggars cant be choosers...who s a hypocrite?...i am.""",0
"""yeah esta aqui..or whtvr the fuck....I lived in D.C. for 7 years..of course i dont know how to spell Colombia...just said  D.C. """,0
"""Damn I remember bein huddled five deep in front of a WinAmp browser in the West Towers Dying over this!!""",0
"""damn I tought I had a ton of email addies.""",0
"""Hope so  but damn. I want out of here. *grumbles*""",0
"""the drive to Bear sucks tho. Very windy (curves  not air) and traffic can be a b*tch on busy days...""",0
"""Yeah  even took the damn Silver Surfer shirt off the wall. Had to be crackheads. No sober  stable person ever liked Silver Surfer ;)""",0
"""I ve asked him for a sentence about him for ages :-) The whole about section on .org sucks and needs a refresh""",0
"""go fuck yourself""",0
"""structure isn t quite the right word ... nor plot ... more like notion ... also ... it s hard to make myself not write  fuck. """,0
"""i fucking hate your team all over again.""",0
"""that sucks - hope you feel better soon.""",0
"""yeah I did - whatever do you mean? haha I m really glad I didn t do a solo pic though - hate the way I look in pics""",0
"""mix you will be fucking awesome""",0
"""how are ya? I hate when my boyfriend hogs mine too  thats why we ordered him one for Christmas :)""",0
"""from what i hear from my parents... and newspaper he sucks. not a suitable candidate""",0
"""LOL damn broke the screen? Tough love? Word? Haha and yea that would be a good name for u..truth sells :D""",0
"""good call Boo   Bitch   Boo x2 Dumb ass plaxico""",0
"""I know what u mean  my IM2 HSDPA sucks as well""",0
"""Damn me and my drunken twitters!  Lol...but I had a point.""",0
"""yea  b&b is awful!  olivia must have needed work  so they wrote her back in as a favor.  eva sucks!""",0
"""gloria gets too many damn breaks on the shw!  i guess she s gonna fill kay s head w/who knws what!!""",0
"""ur cultured as fuck 2day huh""",0
"""damn..im tired just reading that shit..we gotta have a bday shot on sat!""",0
"""ur copping it? i offically hate you! the video it takes is ridiculous.""",0
"""Agreed! I hate internet explorer!""",0
"""fat bastard""",1
"""we re still doing nerd night without her?""",0
"""Perhaps at least a warning that it resizes the fucking browser window.""",0
"""What the Fuck? Did I die? #6wordepitaph""",0
"""Especially in a world of 30  displays. The corners and sides are no longer infinitely large. They re WAAAAAAY the fuck over there.""",0
"""e.g.: Mac: Windows sucks! Fitt s Law! My menu at the edge! NeXT: Whatevs  n00b. My menu is right here  where my mouse is. Suck it.""",0
"""I nominate @Tony_D for #coffee because without it  he might never FINISH HIS FUCKING NOVEL.""",0
"""Damn  I followed you two days too early.  Mom was wrong  procrastination can be a good thing!""",0
"""Hell no  fuck BH  I have a new host""",0
"""gay + high on crack + Razor sharp vagina? sounds like @andymn to me""",1
"""Oh  but you got to sleep those lovely lazy extra hours while I was sliding on ice trying to save my ass for bruises from V.""",0
"""thanks for the positive words of encouragement. . . we are doing our best to kick ass. . .""",0
"""you mean we chatted about how I wish I were a gay man??""",1
"""correction sir - I am a gay man in a woman s body as we already discussed. I just want to have  big gay  fun!""",0
"""faa lalala gay apparel daa da da daaa yuletide carol la la lala laaaa....""",1
"""I hate Sunday nights becoz the next morning brings the budget meeting. Bleh...""",0
"""Hello Rachul  this is the internet. Soz but I just a bit hate you right now.""",0
"""vampires hate lights tp twilight vampires GLITTER in sunlight.lmao.and twilight werewolves dont need fullmoon to transform. wtf.""",0
"""thnxs that s what I will d today. wrap up the end and plan new move. damn that feels better.""",0
"""move over give me some of that hate monday""",0
"""You lyin ass Cheese Sammich We all know your Gay so you wont have a hot GF unless its a Tranny named Manny""",0
"""Hahahaha made you laugh again. DAMN im GEWD motha fucka""",0
"""Ok is it gay day today? or are those some cute azn girl socks u sexed""",1
"""Sliders was a fuckin Kick ass show meng I miss it to""",0
"""Ok you are gay for watching that show you damn flake lol.""",0
"""Fuck yea it s the bomb""",1
"""HAHAHAHA maybe but I shall not say but HELL FUCK YEA IM GETTING SMASHED AS FUCK TONIGHT... DRUNKS ALL AROUND BABY!""",0
"""WTF emo ass lookin bitch &gt;&lt; *sigh*""",1
"""suck my cock  bitch. i am allowed to be scared of whatever i want. *z snap*""",1
"""Damn you! I think you got me sick. :(""",0
"""Good is fucking Gracious? Sounds naughty...""",0
"""You ll get a million replies  so here is Japanese dirty words: Manko(pussy) Koshinukei(chicken) Teme(bastard/bitch)""",0
"""I actually WANT school tomorrow  as it s my work day  and I want cancellation on WED.  since it s exam day. Damn my luck.""",0
"""Hahaha I asked my dad to change the channel  he asks why  I tell him  he goes  Oh come on! I hate this.  xD""",0
"""thats a awesome ass hat lol""",0
"""no  it s all good  not hungry yet just want it to get done. I hate my stew not to be perfect lol""",0
"""glad to hear you got comments and not just DM s. I love to hear people work it out  not bitch and hide ;)""",0
"""no fucking clue""",0
"""http://twitpic.com/uzdf - that looks fucking sweet!!!""",0
"""it s the season for it....damn u satan""",0
"""what the fuck  so what you wanna like twitter battle or some shit?  I mean  the fuck is you sayin ??""",0
""" Homie...those pants piss me off.  How is that even comfortable  or even fly?  lol.""",0
"""You are sooo damn going! ;__; Don t ditch Derek on his special day!""",0
"""that sucks. Why is your vision all messed up?""",0
"""lol. So damn bitter this morning.""",0
"""ME TOO! holy damn..i think her cell has been disconnected too...""",0
"""hah! nice. gunther parties are the best kind of parties. :) next is rhianna. all those songs we hate to love. lol.""",0
"""Awwww....DUDE. That sucks!! Hope you find a paperclip and a rubberband!!""",0
"""All I can say is........MEGAN FOX CAN KNOCK ME UP!!! GAD DAMN!!!""",0
"""hahaha internet is damn slow today""",0
"""fuck .. dman scary .. it can happen to anyone of us .. poor guy .. :(""",0
"""hey...jus saw ur itinerary ....pretty busy schedule... will definitely cum out dere...werever in mumbai u cum...2 meet  ...""",0
"""I never realized the singing was so damn fun on this. I got a flawless on Hungry like the Wolf on medium on my first try.""",0
"""Robert :) Sorry I hate when I miss type names""",0
"""Maybe that is the prize  eh? I mean in a circus that capability could command big bucks...side show freak makes good? ;)""",0
"""I hate that I get scared and parnoid when my house is quiet""",0
"""Fuck.""",1
"""Go girl! Use that power! ;) (That s pretty fucking cool.)""",0
"""@levigroker The ambiance at Sushi Jianken is what husband doesn t like. He thinks it s poser-metro. But the food is great!""",0
"""I actually appreciate the Goldman s unending seething hate for OJ. It warms the heart on those cold cold nights.""",0
"""my ex  swore he wasnt wit a girl that kept calling  and had pics in tha cell of her.friend shyt my ass..never introduced me to ...""",0
"""unless you don t give a rat s ass if she catches you.  or if you even HOPE she catches you.  or if you re in the bathroom...""",0
"""with my fat ass fingers its is simply amazing I get anything typed well....""",0
"""You gonna change your mind now and come to CES..if so give me a tweet kick ur ass in someww pinball.""",0
"""LOL!  Awesome!  Totally beats my  Knocked Ann-Margaret on her ass at Tiffany s and didn t recognize her  status.""",0
"""that is one bad-ass Treasury! nice to see some new artists in the mix. I heart Charles Chuggypeg!""",0
"""damn i started reading the 1st chapter of aria.i think i may be hooked""",0
"""YOU ARE FUCKING BR00T4L""",1
"""it IS! It s the version that Dr. Whats-his-name died to on ER. Damn song makes me cry every time I hear it.""",0
"""Same here.  I feel like a slut for breaking out the Monster drink. This is on top of two venti vanilla lattes I ve already had.""",0
"""ha! Probably Lee. That bitch fights dirty! You can totally tell. Look at those shorts!""",0
"""Thank you for covering the garden! I would hate to lose all those wonderful greens to a freeze.""",0
"""damn nature  you scary!""",0
"""ewww  hate it hate it hate it!""",1
"""did it really? i fucked that bitch up!""",0
"""Wow  you re hard core.  I was just gonna  you know  exercise more and try to eat less.  Damn.  :)""",0
"""No lie  when I worked in publishing we had an obnoxious customer: Richard Head  Ph.d. You got it  that s Dr. Dick Head.""",0
"""Then my dad would either bitch  or just leave the torrents running 24/7. Besides  I m too cheap to buy a DD-WRT / tomato router. :(""",0
"""Ah  I hate that. We get the mormons every now and then. Last time it was a really hot day  and my dad offered the guy some water. &gt;.&lt;""",0
"""yeah in TX they ll shoot your ass - then ask Qs""",0
""" have you googled yourself lately?  bad ass aint no joke.""",0
"""that really sucks. I feel sorry for all retail workers over Christmas. I didn t have to do it last year and it was wonderful.""",0
"""fuck! is this guy the new jesus? i just don t get it.""",0
"""@shallomj i would resent these comments but i fucking agree with you""",0
"""damn i was worried if you knew it was me""",0
"""Shit. I have been pretending to be the wrong damn thing. Effin  Vonnegut always ruining my day... :)""",0
"""You re on. I hate year end  popular   Best Of   In Review  stuff.""",0
"""yeah. and watch the fucked up guy on the front page of Blog. it sounds like he is about to have an  emo  speach.""",0
"""50 s new video game is supposed to be setup like Gears2. Hopefully it sucks less than his late ones.""",0
"""I was wondering the same thing. Watch quiet a lot  Comedy Central  but did not come across this guy! Damn me!""",0
"""He s back from w.e the fuck he was lol""",0
"""Damn  thats a serious studio session""",0
"""Damn  some in-n-out would hit the spot.""",0
"""I hate you. To compensate  I continue to write Ravanayan.""",0
"""I d just hate to be known in my career as the  diarrhea guy .  Happy Holidays to you too!!""",0
"""ok bitch update this status asap!!! Ya digg!! See u on facebook love! :)""",0
"""I hate it SO SO SO MUCH.""",1
"""wait. nevermind. DAMN YOU SLOW BRAINWAVES""",0
"""i wish dick cheney was gay cause then he would ve shot more ppl in the face""",0
"""then fuck them. go to a mac with an iphone hooked up and jailbreak it. thatll teach em""",0
"""would you be implying that im gay  or youre blind?""",0
"""Geek. Only because nerd is to harsh.""",0
"""hate. you.""",1
"""nope  I kept fucking up anyways""",0
"""Ha I am a whore but you know you love it. Now let s go watch The Rocker!!""",0
"""damn that is purely awesome!""",0
"""Sweeps Week: Meryl Streep plays gay arsonist on COPS!""",0
"""I get the Twitter  fail whale  on days when my broadband strength is low.  More to do with connection I think than capactiy.""",0
"""I just woke up from a nap too. Felt damn good.""",0
"""Son. Of. A. Bitch. :-p""",1
"""Managing Group Politics With A Bitch  http://tinyurl.com/axmzxe""",0
"""damn. you re taking off tomorrow? you must be sad to leave. sounds like a pretty busy week and a half tho - you hardly twittered!""",0
"""why you hate dhoni?""",0
"""Listen Guiness. Get your paddy-ass outta here""",0
"""Yo my internet is working again! damn you never know what you had til its gone...""",0
"""its been too damn long! Really since the AHH Breeding Ground...""",0
"""Is that a monkey in your pants...or are you just fucking crazy?""",0
"""Ugh  that frickin  sucks. :(""",0
"""I nominate @memorieskillme in category #humor because this bitch makes me laugh!""",0
"""send them instrumentals man! im performing a peas gotta have it track tonight too  fuck it""",0
"""I loved the band name: Gay Biker Nuns on Acid . Doesn t exist  but we had a kid in high school convinced it was a punk band.""",0
"""Yeah...I know...its really gay.  I ended up staying up till 2:00 AM""",0
"""do the  fuck em girl  dance.""",0
"""supposedly its what they call gay dudes in the south. Bear meat is supposed to taste sweet.""",0
"""Damn I need to start watching Dexter  have only seen 2 episodes from season 1. I have a feeling it s my new favourite show.""",0
"""Wow that sucks :( How long are you in a cast for?""",0
"""damn you got those up fast! good deal. thanks for the props""",0
"""If spelling things ala Francaise will piss them off  then yes  it should be - mabad.""",0
"""Oh.  Damn  I was hoping for my share.""",0
"""pssst  my massages include an intense ass massage 2 die 4. Don t forget a nice foot rub too. Usually will lead to the E zones""",0
